msd_id,midi_path,title,artist,genre,mood,tempo,energy,score
TRADCVS128F932D857,data/raw/lmd_matched/S/U/U/TRSUUJR12903CA1592/1234b779d8ad52f8b4a73d3b10b12879.mid,Sugar Sugar,Kidz Bop Kids,POP,HAPPY,122.4,0.0,0.7489
TRZSYMA12903CB261F,data/raw/lmd_matched/Z/S/Y/TRZSYMA12903CB261F/3dfe22907c291656e27bd6c42586f2db.mid,Une nuit en Hilvern,Artesia,ELECTRONIC,DARK,145.7,0.0,0.7304
TRNVNJD12903CE58BB,data/raw/lmd_matched/Q/X/V/TRQXVIW128F42A9B31/b0fb2fb5318a9d1a0b70467833e655cd.mid,Ask Me Why (As made famous by The Beatles),The B-Sides,ELECTRONIC,SAD,132.9,0.0,0.7228
TRWJIBT128F425F109,data/raw/lmd_matched/W/J/I/TRWJIBT128F425F109/a752d2c4ad17cda88d6e41aca9c42cfd.mid,She's Taken,Billy Dean,ELECTRONIC,SAD,86.2,0.0,0.6987
TRWFAIW128F4269A6F,data/raw/lmd_matched/V/J/B/TRVJBZN128F92EEECC/fc690a0c3482876d721c0d6fc962b7cd.mid,Barbarella,Filewile,FUNK,RELAXED,130.0,0.0,0.7516
TRXZXTP12903CB667B,data/raw/lmd_matched/Z/P/D/TRZPDLL128F92EFFA1/6636ad29bf9cafa12c52308cfeebc49c.mid,She Will Be Loved,Maroon 5,FUNK,HAPPY,102.0,0.0,0.6822
TRISOVE12903CB8135,data/raw/lmd_matched/V/K/B/TRVKBCF128F1458D1B/8913e006b9f06929e1fe0a4271567a7a.mid,Do You Really Want To Hurt Me (BBC In Concert),Culture Club,FUNK,HAPPY,101.6,0.0,0.7133
TRTVDWN128F42678A4,data/raw/lmd_matched/T/V/D/TRTVDWN128F42678A4/12af37c19e2f458f406c05665946e90e.mid,Crazy On You,Heart,POP,HAPPY,130.6,0.0,0.6767
TRHLVSZ12903CF5496,data/raw/lmd_matched/H/L/V/TRHLVSZ12903CF5496/a514469afda388d3a0117a8bf54268bd.mid,Pachelbel?s Canon,Louis Clark;Royal Philharmonic Orchestra,JAZZ,HAPPY,152.0,0.0,0.7584
TRDPYFO128F425581C,data/raw/lmd_matched/U/D/F/TRUDFHM128F426D114/de861589c5b1358f72a0fd6e4694e010.mid,Piano Sonata No.3 in B minor Op.58 (2005 Digital Remaster): Largo,Dinu Lipatti,CLASSICAL,RELAXED,84.4,0.0,0.6443
TRMTRWB128F42A0436,data/raw/lmd_matched/O/Q/S/TROQSHX128E07947F8/0f854c47f6a0f086c35b8d103082b7c0.mid,I Got The Blues,Solomon Burke,FUNK,RELAXED,82.2,0.0,0.742
TRLFCUS128F933B4A9,data/raw/lmd_matched/E/X/A/TREXAKJ128F9338D44/9577b6c9ddd3f5547d3821113e3fa840.mid,Intro,Mambo Chillum,JAZZ,SAD,94.4,0.0,0.932
TRRIIEN128F92E0443,data/raw/lmd_matched/V/O/S/TRVOSLS128F1478C24/7b461a29a70d77b4e39204949fbeb03e.mid,All By Myself,James Last,JAZZ,HAPPY,143.6,0.0,0.7501
TRSNCXP128F1470E53,data/raw/lmd_matched/O/E/N/TROENVT128E07850DF/36067affdbefb38a779e510e6edabe6b.mid,Amante Bandido,Los Nikis,LATIN,HAPPY,121.9,0.0,0.7434
TRZMWZX128F930BECD,data/raw/lmd_matched/S/K/Y/TRSKYFO12903CB0574/2e21a0619316be63b7cf406d1eb2d130.mid,The Nutcracker Suite_ Op. 71a_ Waltz Of The Flowers,Leopold Stokowski/The Philadelphia Orchestra,CLASSICAL,RELAXED,151.7,0.0,0.7291
TRHHKMC128F931E0AB,data/raw/lmd_matched/P/U/N/TRPUNBE128F146F3C0/b4b23c620be140a1a6e0bce2807cee97.mid,All I Ever Need Is You,Kenny Rogers And Dottie West,POP,SAD,186.4,0.0,0.661
TRESNUQ128F42ACF91,data/raw/lmd_matched/E/S/N/TRESNUQ128F42ACF91/039839682a31386adda152110defb0d8.mid,Cats In The Cradle,Ugly Kid Joe,FUNK,DARK,151.6,0.0,0.6816
TRQRTXN128EF356AE3,data/raw/lmd_matched/P/R/U/TRPRUVJ12903CC6D10/b5dbd0fb4d7c66fb538b669143e89710.mid,I Love Music (Piano Club Dub),Fonzerelli,FUNK,HAPPY,126.0,0.0,0.6796
TRBSDJW128F92D6E19,data/raw/lmd_matched/P/J/Y/TRPJYCW128F42B45FE/b6c3c2d096e12d07cfd8f1024ba272a4.mid,Scream,Missill,ELECTRONIC,HAPPY,91.3,0.0,0.7403
TRFUVKB12903CB0FE3,data/raw/lmd_matched/F/U/V/TRFUVKB12903CB0FE3/962e7f4533c9bdd0ece553aba27177ec.mid,Smooth Criminal,Alien Ant Farm,POP,SAD,126.9,0.0,0.7367
TRTGSAR128F42A53DA,data/raw/lmd_matched/A/M/E/TRAMEUN128F93433AB/033e106581ff127f27a4534d229bef78.mid,When You Lie Next To Me,Kellie Coffey,POP,SAD,70.1,0.0,0.7349
TRPIKAH128F426372C,data/raw/lmd_matched/P/I/K/TRPIKAH128F426372C/15f6c1ced3295cfbd3a924e8cc6c2026.mid,Sweet_ Sticky Thing,Alex Bugnon,FUNK,RELAXED,89.2,0.0,0.6412
TRXXGYO128F4277EA3,data/raw/lmd_matched/X/X/G/TRXXGYO128F4277EA3/a376d864c025c5edc8b9996323766bcd.mid,For The Love Of God,Steve Vai,FUNK,HAPPY,98.1,0.0,0.6771
TRTEIGY12903CFCC9E,data/raw/lmd_matched/U/E/M/TRUEMZP128EF35A1A4/daee3a832549d786b4ea23e2b4d11a6d.mid,A Better Way (Uncut Demo),Downhere,POP,SAD,106.2,0.0,0.9723
TRSFNHG128F427DF40,data/raw/lmd_matched/S/F/N/TRSFNHG128F427DF40/e9ae2f02bf88ef8128abd20b92d00651.mid,It's The Same Old Song/Reach Out I'll Be There,Boyz II Men,FUNK,SAD,121.8,0.0,0.6868
TRBKFPM12903CE39C7,data/raw/lmd_matched/K/N/E/TRKNEKI12903CDEAEB/8cda88c7bedbd34bfa2ac2ffa688a996.mid,Outstanding,The Gap Band,FUNK,HAPPY,98.5,0.0,0.6273
TRIAYPJ128F4288F8F,data/raw/lmd_matched/I/A/Y/TRIAYPJ128F4288F8F/1609c2ae381a99c81e18330bc9916704.mid,What Are You Doing Sunday,Tony Orlando & Dawn,FUNK,HAPPY,124.5,0.0,0.6453
TRZVDJK128F932562D,data/raw/lmd_matched/Z/V/D/TRZVDJK128F932562D/cf3e08bf67b8c942e14aaefab66921fa.mid,Make Us One (Key-Eb-F-Premiere Performance Plus),Twila Paris,POP,TENSE,113.0,0.0,0.7404
TRHJVLH12903D04F44,data/raw/lmd_matched/H/J/V/TRHJVLH12903D04F44/4546c60c2eeb1845aede126b9136b051.mid,A Settlin' Kinda Scam,Barry Adamson,FUNK,HAPPY,83.2,0.0,0.7297
TRSAMWU128F42636B8,data/raw/lmd_matched/V/C/Q/TRVCQSL128F4285117/e2b7211ffbd10ad56ad3e0800bc25a3e.mid,Get Down (Kenny Dope Original),Todd Terry All Stars feat. Kenny Dope_ DJ Sneak_ Terry Hunter & Tara Mcdonald,FUNK,HAPPY,126.0,0.0,0.7019
TRXVFTR128F931DED3,data/raw/lmd_matched/S/M/W/TRSMWYQ128F426D90E/ec6c951accddca15cdbc0c32ab53353a.mid,Funeral March,Jack Nitzsche,FUNK,HAPPY,151.7,0.0,0.6324
TRTPGLA128F9314F30,data/raw/lmd_matched/O/O/D/TROODFE128F42889EF/5c35dddf62337be20b565d0a32329a31.mid,Petit Frère / Petite SSur,Tandem,JAZZ,SAD,104.5,0.0,0.7615
TRMKYUC12903D0F58F,data/raw/lmd_matched/S/N/B/TRSNBQU128F42A6F17/21e441f624b0ce69934ac98cbb438423.mid,Playing With Fire,N-Dubz / Mr Hudson,ELECTRONIC,SAD,129.0,0.0,0.7746
TRAIFLV12903CCFECD,data/raw/lmd_matched/A/I/F/TRAIFLV12903CCFECD/3cae4f9037a72cc2db3c134b3593d3ed.mid,Peggy Sue,Buddy Holly,FUNK,HAPPY,147.6,0.0,0.7194
TRJDNQD128F931C103,data/raw/lmd_matched/P/A/C/TRPACPQ12903CC4FB7/b845f1047b970744644ed8b916c8e53d.mid,Samplitude,Pulsedriver,LATIN,HAPPY,136.0,0.0,0.7192
TRIDAFI128F4255BD9,data/raw/lmd_matched/A/N/I/TRANIVG128F1484DED/31d248a604d76d77f75553f4e26c38d7.mid,Again (Piano/Vocal),Janet Jackson,FUNK,HAPPY,129.7,0.0,0.6879
TRNNZCB128E0782BC7,data/raw/lmd_matched/N/N/Z/TRNNZCB128E0782BC7/b957c3cbc6870ae1e1158c2c8b9dfadc.mid,Twisted Tenderness,Electronic,FUNK,HAPPY,90.2,0.0,0.6451
TRLTLJC128F9345529,data/raw/lmd_matched/L/T/L/TRLTLJC128F9345529/c11c371459781570815ebf40ae5c8a65.mid,Down Under,Hay / Strykert,FUNK,HAPPY,211.1,0.0,0.73
TRRUDYP128F426013C,data/raw/lmd_matched/E/I/S/TREISJY128F428C9A7/8f71b771d4fbeb8c0e355593589f6413.mid,Pray For Your Future (Original Analogic Mix),Analogic Disturbance,ELECTRONIC,TENSE,97.4,0.0,0.731
TRTGHUP128F4260A65,data/raw/lmd_matched/T/G/H/TRTGHUP128F4260A65/81b7053a40571c9b2d28e3043e8d0389.mid,The Last Waltz,Engelbert,FUNK,HAPPY,108.6,0.0,0.7269
TRHOIJR128F93370DA,data/raw/lmd_matched/E/F/Q/TREFQAX128F426D1FA/bea8d203d46052152eb818a80a891fbb.mid,Bijou Bijou,Alain Bashung,FUNK,HAPPY,122.4,0.0,0.7417
TRIWNGP128F92D11C1,data/raw/lmd_matched/V/T/E/TRVTEPX128F4238CB8/0fdcd263bf7694f289f18b0a228b6ec6.mid,Coming Back,Victor Ark,LATIN,HAPPY,130.0,0.0,0.7271
TROIEWC128F425AD35,data/raw/lmd_matched/O/I/E/TROIEWC128F425AD35/dbe2c3f88f818862dbf1d921c23e4f75.mid,Fantaisie-Impromptu in C-Sharp Minor_ Op. 66,Evgeny Kissin,CLASSICAL,SAD,81.0,0.0,0.6483
TRAANZE128F148BF55,data/raw/lmd_matched/V/P/W/TRVPWTG128F42B7B76/5dd9a1111794b80ef271ee9e8a0f7f01.mid,The Name Of The Game,Abba,JAZZ,HAPPY,76.9,0.0,0.6969
TRZQHFA12903CDF87A,data/raw/lmd_matched/Y/Z/C/TRYZCGL12903CDE267/d830b95db23997d12291525440b4f356.mid,Say U Will,Cajmere feat. Dajae,FUNK,HAPPY,127.9,0.0,0.733
TRIHBRI128F4275915,data/raw/lmd_matched/E/M/T/TREMTWP128F4250CFB/f478f7a62006a5b935cc05a103f11a44.mid,A Song For The Life (2008 Digital Remaster),The Waterboys,ROCK,HAPPY,100.2,0.0,0.7441
TRZAKBW128F42AF727,data/raw/lmd_matched/Z/A/K/TRZAKBW128F42AF727/7b70708c1143b11071f6d7995205036c.mid,My Grown-Up Christmas List,Jane Monheit,FUNK,SAD,133.7,0.0,0.7437
TRJLPOH128F425A072,data/raw/lmd_matched/P/K/J/TRPKJOU128F426FDCE/47f5dc33f8b6b88ea19a206b054c1932.mid,Thank You,Faithless,FUNK,HAPPY,129.8,0.0,0.8043
TRPTSIN128F4262FAB,data/raw/lmd_matched/P/T/S/TRPTSIN128F4262FAB/b2e2c2f23f9726fa9eb813dbd8d4e92d.mid,True Confessions,Joy Lynn White,FUNK,RELAXED,121.8,0.0,0.7425
TRISCYA128F92FA48F,data/raw/lmd_matched/V/P/Q/TRVPQFQ128F931D976/6162b7f141fc3ce2325345cb057dee29.mid,Weary Blues From Waitin',The Nashville Bluegrass Band,FUNK,SAD,100.1,0.0,0.7452
TRIIEXX128F9323D97,data/raw/lmd_matched/I/I/E/TRIIEXX128F9323D97/5a72651676ad0b4b01892ab3ce6e8e60.mid,All The Time,Sky Motion,ELECTRONIC,HAPPY,137.9,0.0,0.7471
TRDPYIT128F1473A5D,data/raw/lmd_matched/I/B/T/TRIBTIW128F9338CA7/c033f65ae9e06bdd2cf74e363a704fb2.mid,How Can I Be Sure (Single Version),The Young Rascals,FUNK,HAPPY,165.1,0.0,0.6929
TRDWCTE128F932F76E,data/raw/lmd_matched/V/K/P/TRVKPSA128F14AA6BB/d1a84770cec7fbc168b4b6906d21e175.mid,Sample Track 19,Simon Harris,FUNK,HAPPY,118.3,0.0,0.8379
TRMAAFD128F42B4CE3,data/raw/lmd_matched/I/Z/R/TRIZRTY128F4226906/18e844944d410b378fffc9185bdfd9b5.mid,Nie im Leb'n,Relax,FUNK,TENSE,97.9,0.0,0.7411
TRCSWBR128F92CFEDB,data/raw/lmd_matched/V/E/I/TRVEICJ12903CD8D92/2329f83374b97bf935af6818ea5e364e.mid,Heaven ,DJ Sammy & Yanou Feat. Do,FUNK,HAPPY,140.1,0.0,0.7351
TRINUBW128F4249FAA,data/raw/lmd_matched/I/N/U/TRINUBW128F4249FAA/b66d828db4826ab01fa2f7f7fb8084de.mid,That's Life,Russell Watson,CLASSICAL,HAPPY,105.4,0.0,0.6966
TRPIGJX128F427D3DC,data/raw/lmd_matched/P/I/G/TRPIGJX128F427D3DC/8aec91781bfc1789f309676e6ac1e625.mid,Something,Nancy Sinatra,FUNK,HAPPY,67.8,0.0,0.7448
TRVWRXS128F931DF0C,data/raw/lmd_matched/V/W/R/TRVWRXS128F931DF0C/9bfd5ed50e0818e9c2955abde3c9f400.mid,God Blessed Me With You,Martin,ELECTRONIC,HAPPY,123.8,0.0,0.7413
TRAPMAJ128F93274C5,data/raw/lmd_matched/P/B/K/TRPBKGL128F9325E7E/de1b8ba1b7436e35b024bfb280e49ab4.mid,West End Girls,Pet Shop Boys,FUNK,HAPPY,113.2,0.0,0.6767
TRANQNC12903CB0F2D,data/raw/lmd_matched/A/N/Q/TRANQNC12903CB0F2D/d37630a22979683090901355c61bd22c.mid,Games People Play,The Parties,FUNK,SAD,84.9,0.0,0.6722
TRICHRN128F9343792,data/raw/lmd_matched/V/W/K/TRVWKIO128F4236673/b0493abb18a9b7da99cf3ac222b2c41d.mid,You Are Like (Vein Litterback Remix),Hard Rock Sofa,FUNK,HAPPY,130.0,0.0,0.719
TRYDREO12903CBCE7B,data/raw/lmd_matched/H/M/N/TRHMNPG12903CDB171/ab2beb1e892d6814b387c0c0671aa87e.mid,Message No. 5,Transmotion,ELECTRONIC,TENSE,136.0,0.0,0.7153
TRGBFTF128F1475953,data/raw/lmd_matched/P/H/S/TRPHSZB128F427800A/8555eb4baef17bc9ca56b349d6367bb7.mid,Sheltered Life (Erlend Øye's Karl Marx Allee Remix),Erlend Øye,FUNK,HAPPY,120.0,0.0,0.7415
TRNFLFG128F9365A31,data/raw/lmd_matched/L/Q/V/TRLQVQY128F1478971/c4edfa9d32137a922858babad7cf0879.mid,Buffy the Vampire Slayer,Hawaii Samurai,ELECTRONIC,RELAXED,101.0,0.0,0.7424
TRCROHL128F1493C0E,data/raw/lmd_matched/C/R/O/TRCROHL128F1493C0E/54e6518fe3dcddaadc578443549cad0e.mid,Elected (Live  Version),Alice Cooper,POP,SAD,132.8,0.0,0.7512
TRLTLWT12903CFB613,data/raw/lmd_matched/L/T/L/TRLTLWT12903CFB613/558ae7abee2e050e6f823af8d5ee27c2.mid,Shadows Of Time,Kaipa,ROCK,DARK,81.3,0.0,0.7414
TRSQRJH128F426C76D,data/raw/lmd_matched/S/Q/R/TRSQRJH128F426C76D/623432de7e9b5aac4764411ebf4b2227.mid,I Wanna Give My Love To You,Mr. President,FUNK,HAPPY,136.0,0.0,0.7781
TRQRKGX12903CD4636,data/raw/lmd_matched/H/A/S/TRHASWP128E078E8D6/ec1bea65c47a0c93ad06b3de3a1ab4f0.mid,Can't Get Enough of Your Love Baby,Barry White,FUNK,HAPPY,111.5,0.0,0.7341
TRKCAWU128F426D9BA,data/raw/lmd_matched/I/Z/A/TRIZASZ128EF35FB83/1412c2d5690799cbf3e4f42aaec9b552.mid,Elvira Madigan Piano Concerto No. 21 in C Major_ K. 467,Richard Clayderman,JAZZ,HAPPY,87.7,0.0,0.8331
TRPZMHF128F145FAF8,data/raw/lmd_matched/P/Z/M/TRPZMHF128F145FAF8/bac25e140826135981b6400f0c31bee3.mid,Working Man,Rush,FUNK,SAD,155.9,0.0,0.7482
TRUMCXJ128F428C9F1,data/raw/lmd_matched/E/J/L/TREJLTX128F42450AA/2092b814727d0a78f9f58248a8bdad0f.mid,Say Say Say (Waiting 4 U) (Original Mix),Hi-Tack,FUNK,HAPPY,129.0,0.0,0.7371
TRIFIEQ128F92FCD06,data/raw/lmd_matched/I/F/I/TRIFIEQ128F92FCD06/bb05ae1951983492a1b0332d1f592ee0.mid,Footloose,Kenny Loggins,FUNK,HAPPY,87.0,0.0,0.6684
TRYLHSD128F147C5EB,data/raw/lmd_matched/V/A/J/TRVAJUN128F426B6B4/2f961567d1d98586feaf36055681b8f4.mid,Unchained Melody (LP Version),Sonny & Cher,FUNK,HAPPY,99.0,0.0,0.7465
TRPHKLN12903CE7682,data/raw/lmd_matched/P/H/K/TRPHKLN12903CE7682/b366f04b684c01d7b33b8f9c4d58c53f.mid,Cancion azul/te quiero de veras,A Fuego,LATIN,HAPPY,224.3,0.0,0.7278
TRGVSDT12903CC496B,data/raw/lmd_matched/V/U/C/TRVUCEN128F93319AE/fef00498944bba0050ff408be560a4b0.mid,The Truth Is I Lied (LP Version),Billy Joe Royal,FUNK,HAPPY,110.8,0.0,0.7991
TRVJWTP12903CC4535,data/raw/lmd_matched/V/J/W/TRVJWTP12903CC4535/bfe4a7e562b8033dd5d1b885124c5eb9.mid,Our Town (Album Version),Iris Dement,POP,HAPPY,37.8,0.0,0.7466
TRYAKSA128F932BDCA,data/raw/lmd_matched/Y/A/K/TRYAKSA128F932BDCA/efe5b56714325e098f9b3a90a2d917e5.mid,Girl From The Canyon,Jonathan Edwards,JAZZ,HAPPY,94.2,0.0,0.7478
TRZSBTE12903CD7F93,data/raw/lmd_matched/K/G/L/TRKGLHA128F932A533/8661945ada1a0f62b44b11ddb02d7ef1.mid,Blue Moon,The Marcels,FUNK,HAPPY,132.5,0.0,0.7235
TRQQXZB128E079247D,data/raw/lmd_matched/E/Z/F/TREZFFH128F429FFC0/f0332ab57a2e4bc4885734b5f7a00aef.mid,Knockin' On Heaven's Door,Guns N' Roses,FUNK,HAPPY,152.3,0.0,0.729
TROEPWS128F429A772,data/raw/lmd_matched/V/R/O/TRVROEK128F149A6DE/0c6c54e865e00bd4790bbb6634fc10f4.mid,Que Difícil Es Hacer El Amor En Un Simca 1000,Los Inhumanos,LATIN,RELAXED,99.9,0.0,0.7424
