msd_id,token_path,genre,mood,enc_len,dec_len
TRLFTTG128F93083FD,data/tokens/TRLFTTG128F93083FD.json,ELECTRONIC,SAD,125,1010
TRATDJI128F42ADF38,data/tokens/TRATDJI128F42ADF38.json,FUNK,SAD,139,1099
TREFEBZ128F425441E,data/tokens/TREFEBZ128F425441E.json,FUNK,HAPPY,792,826
TRZONIL128F146E0DF,data/tokens/TRZONIL128F146E0DF.json,ELECTRONIC,RELAXED,855,871
TRZFWWB128F9323539,data/tokens/TRZFWWB128F9323539.json,FUNK,HAPPY,5,1012
TRWBYQT128E0781140,data/tokens/TRWBYQT128E0781140.json,FUNK,SAD,5,725
TRESYHN128F9344571,data/tokens/TRESYHN128F9344571.json,ELECTRONIC,HAPPY,5,985
TRNWNJI128E0783C42,data/tokens/TRNWNJI128E0783C42.json,JAZZ,DARK,5,1434
TRVUAXU128F9329CEC,data/tokens/TRVUAXU128F9329CEC.json,ROCK,SAD,219,2201
TRCOLEK12903CC833C,data/tokens/TRCOLEK12903CC833C.json,FUNK,HAPPY,308,805
TRHPUWN128F147B5FD,data/tokens/TRHPUWN128F147B5FD.json,FUNK,HAPPY,5,4955
TROOBOH128F4232899,data/tokens/TROOBOH128F4232899.json,ELECTRONIC,HAPPY,1590,668
TRMWCEE128F426D0AE,data/tokens/TRMWCEE128F426D0AE.json,FUNK,DARK,821,1257
TRREYVI128F932B69C,data/tokens/TRREYVI128F932B69C.json,FUNK,HAPPY,5,1350
TRYYRJF128E078647E,data/tokens/TRYYRJF128E078647E.json,FUNK,HAPPY,696,938
TREANOI128F4290D36,data/tokens/TREANOI128F4290D36.json,JAZZ,HAPPY,39,684
TRXXJOB128F1466075,data/tokens/TRXXJOB128F1466075.json,POP,TENSE,5,871
TRWIYFM128E078EDAE,data/tokens/TRWIYFM128E078EDAE.json,FUNK,HAPPY,475,1576
TRCCWFZ128F1467F1A,data/tokens/TRCCWFZ128F1467F1A.json,FUNK,HAPPY,2353,1270
TRGMLOU12903CCC028,data/tokens/TRGMLOU12903CCC028.json,FUNK,HAPPY,579,1008
TRMCYUT128F4259E78,data/tokens/TRMCYUT128F4259E78.json,FUNK,SAD,198,913
TRWAZJF128F42269EB,data/tokens/TRWAZJF128F42269EB.json,POP,DARK,666,1526
TRQCVTS128F1462FDD,data/tokens/TRQCVTS128F1462FDD.json,FUNK,SAD,777,647
TROUNWQ128F421F386,data/tokens/TROUNWQ128F421F386.json,FUNK,SAD,344,910
TRZDDXA128F1455851,data/tokens/TRZDDXA128F1455851.json,ELECTRONIC,HAPPY,819,1259
TRAITHR128F42B7E26,data/tokens/TRAITHR128F42B7E26.json,ELECTRONIC,SAD,5,687
TRMJVMG128F149BBBD,data/tokens/TRMJVMG128F149BBBD.json,ELECTRONIC,HAPPY,51,1196
TRQALKU128F423AF7E,data/tokens/TRQALKU128F423AF7E.json,CLASSICAL,SAD,610,513
TRPVAFI128F429717C,data/tokens/TRPVAFI128F429717C.json,ELECTRONIC,HAPPY,484,1284
TRRHEBW128F4225F09,data/tokens/TRRHEBW128F4225F09.json,FUNK,HAPPY,625,553
TRKMMXO128F14791E9,data/tokens/TRKMMXO128F14791E9.json,CLASSICAL,RELAXED,947,1319
TREMQZP128F932A913,data/tokens/TREMQZP128F932A913.json,ELECTRONIC,SAD,5,1867
TRYOIVI128F4286859,data/tokens/TRYOIVI128F4286859.json,CLASSICAL,RELAXED,1053,1394
TRWCYPW128F93158BD,data/tokens/TRWCYPW128F93158BD.json,ELECTRONIC,HAPPY,753,1052
TRHEGJB128F9320C8E,data/tokens/TRHEGJB128F9320C8E.json,FUNK,RELAXED,5,1084
TRIMIDB12903CF5C10,data/tokens/TRIMIDB12903CF5C10.json,JAZZ,HAPPY,278,300
TRCMWMS128F930DC4E,data/tokens/TRCMWMS128F930DC4E.json,FUNK,HAPPY,753,1106
TRDENGV128F4290306,data/tokens/TRDENGV128F4290306.json,FUNK,HAPPY,924,612
TRMSLTU128F9313C5E,data/tokens/TRMSLTU128F9313C5E.json,ELECTRONIC,HAPPY,563,2195
TRRZGER128F4287614,data/tokens/TRRZGER128F4287614.json,FUNK,HAPPY,820,835
TRUWHWY128F42A3ADB,data/tokens/TRUWHWY128F42A3ADB.json,FUNK,HAPPY,855,781
TRELSQH12903CCC590,data/tokens/TRELSQH12903CCC590.json,FUNK,SAD,663,763
TRWPKFQ128F14840D3,data/tokens/TRWPKFQ128F14840D3.json,JAZZ,TENSE,23,655
TRDFXEJ12903CF5152,data/tokens/TRDFXEJ12903CF5152.json,FUNK,HAPPY,256,1411
TRXOOIM128F421BD6E,data/tokens/TRXOOIM128F421BD6E.json,ELECTRONIC,RELAXED,757,697
TRTFTNL12903CBCD41,data/tokens/TRTFTNL12903CBCD41.json,FUNK,HAPPY,1268,1136
TRMJMFV128F1474D97,data/tokens/TRMJMFV128F1474D97.json,POP,SAD,5,988
TRQTGOJ128F14571D5,data/tokens/TRQTGOJ128F14571D5.json,JAZZ,HAPPY,5,1299
TRSDFLT128E0784590,data/tokens/TRSDFLT128E0784590.json,FUNK,SAD,1219,1046
TRDFAYO128F147D9D0,data/tokens/TRDFAYO128F147D9D0.json,FUNK,HAPPY,5,692
TRJRKTR128F4253180,data/tokens/TRJRKTR128F4253180.json,CLASSICAL,HAPPY,5,954
TRNXGVM128F42B743D,data/tokens/TRNXGVM128F42B743D.json,FUNK,SAD,1711,1486
TRUCNHU128F4230F60,data/tokens/TRUCNHU128F4230F60.json,POP,DARK,648,1952
TRNWXLD128F92F673C,data/tokens/TRNWXLD128F92F673C.json,FUNK,TENSE,5,1253
TRALMAU128F4252947,data/tokens/TRALMAU128F4252947.json,FUNK,HAPPY,16,1186
TRAWOYN128F92F2D34,data/tokens/TRAWOYN128F92F2D34.json,FUNK,HAPPY,727,998
TRVZOSI12903D0CB09,data/tokens/TRVZOSI12903D0CB09.json,FUNK,HAPPY,495,1017
TRCZBJM128F92F2FD2,data/tokens/TRCZBJM128F92F2FD2.json,CLASSICAL,DARK,1767,1559
TROQAQY12903CBF41A,data/tokens/TROQAQY12903CBF41A.json,FUNK,HAPPY,456,776
TRZBMIX128F1483B86,data/tokens/TRZBMIX128F1483B86.json,FUNK,SAD,994,624
TRNQWUF128F4280FF6,data/tokens/TRNQWUF128F4280FF6.json,FUNK,SAD,1206,1109
TREWGND128F4254BB5,data/tokens/TREWGND128F4254BB5.json,POP,HAPPY,1783,561
TRNVSOB128F427149B,data/tokens/TRNVSOB128F427149B.json,FUNK,SAD,5,1157
TRSGJQH128F92CF1CA,data/tokens/TRSGJQH128F92CF1CA.json,ELECTRONIC,SAD,277,877
TRFPXCR12903CB0D7C,data/tokens/TRFPXCR12903CB0D7C.json,CLASSICAL,SAD,5,816
TRKRMGU12903CF6223,data/tokens/TRKRMGU12903CF6223.json,FUNK,HAPPY,572,1225
TRFCRWA128F426177B,data/tokens/TRFCRWA128F426177B.json,ELECTRONIC,HAPPY,85,412
TRFRSXQ12903CD9E25,data/tokens/TRFRSXQ12903CD9E25.json,FUNK,HAPPY,1192,667
TRPQCRD128F4242509,data/tokens/TRPQCRD128F4242509.json,FUNK,HAPPY,1354,1462
TRQRVQG12903CAA7BD,data/tokens/TRQRVQG12903CAA7BD.json,POP,HAPPY,542,1951
TRPKDVB128F149EC39,data/tokens/TRPKDVB128F149EC39.json,FUNK,HAPPY,59,514
TRMLCIX12903CDBF8B,data/tokens/TRMLCIX12903CDBF8B.json,JAZZ,SAD,130,754
TRSQDVT128F92FC758,data/tokens/TRSQDVT128F92FC758.json,FUNK,HAPPY,336,884
TRUYJAV128F42650FA,data/tokens/TRUYJAV128F42650FA.json,FUNK,HAPPY,420,1427
TRZYBWV128F426E29F,data/tokens/TRZYBWV128F426E29F.json,CLASSICAL,HAPPY,1813,1545
TRPSMNT128F931FF9F,data/tokens/TRPSMNT128F931FF9F.json,ELECTRONIC,TENSE,5,1723
TRELWVL128E0785870,data/tokens/TRELWVL128E0785870.json,POP,HAPPY,2545,2605
TRMFXYC128F14AF403,data/tokens/TRMFXYC128F14AF403.json,POP,SAD,31,2015
TRYOKRN128F9321806,data/tokens/TRYOKRN128F9321806.json,FUNK,HAPPY,686,1744
TRXHAAD128F4284C2A,data/tokens/TRXHAAD128F4284C2A.json,FUNK,HAPPY,808,1430
TROICKF128F42AA462,data/tokens/TROICKF128F42AA462.json,FUNK,HAPPY,287,657
TRUIWDX128F149E6EF,data/tokens/TRUIWDX128F149E6EF.json,POP,TENSE,539,1511
TRBCGZZ128F92EB4BF,data/tokens/TRBCGZZ128F92EB4BF.json,FUNK,HAPPY,1111,1221
TRCJHIG128F423FD2B,data/tokens/TRCJHIG128F423FD2B.json,FUNK,SAD,5,745
TRDLIQK128F42974FE,data/tokens/TRDLIQK128F42974FE.json,JAZZ,HAPPY,5,722
TRFZOBI128E07828E9,data/tokens/TRFZOBI128E07828E9.json,POP,HAPPY,119,1903
TRQWWAA12903CE4EE6,data/tokens/TRQWWAA12903CE4EE6.json,FUNK,HAPPY,1024,1329
TRRJPCL128F9322896,data/tokens/TRRJPCL128F9322896.json,JAZZ,HAPPY,5,526
TRUIHGX128F9330D2D,data/tokens/TRUIHGX128F9330D2D.json,FUNK,TENSE,480,1159
TRWJDOJ128F14972B7,data/tokens/TRWJDOJ128F14972B7.json,FUNK,TENSE,1849,1128
TRRAAJA128F4295631,data/tokens/TRRAAJA128F4295631.json,FUNK,HAPPY,31,2108
TRBJVVL128F931E1BF,data/tokens/TRBJVVL128F931E1BF.json,ELECTRONIC,HAPPY,102,727
TRGCMRG12903CC4DFF,data/tokens/TRGCMRG12903CC4DFF.json,POP,SAD,1284,753
TRYMEGT128F424D997,data/tokens/TRYMEGT128F424D997.json,POP,SAD,5,1643
TRCSWQR128F146292C,data/tokens/TRCSWQR128F146292C.json,FUNK,HAPPY,904,940
TRFEGPF128F145B05F,data/tokens/TRFEGPF128F145B05F.json,FUNK,HAPPY,684,984
TRSNZFP128F92E1B35,data/tokens/TRSNZFP128F92E1B35.json,FUNK,HAPPY,190,1150
TRIIAOD128F92F2788,data/tokens/TRIIAOD128F92F2788.json,FUNK,SAD,531,932
TRVJDFF128F42283E1,data/tokens/TRVJDFF128F42283E1.json,ELECTRONIC,HAPPY,370,1102
TRJVYFM128F931A2B8,data/tokens/TRJVYFM128F931A2B8.json,ELECTRONIC,HAPPY,199,774
TRWPACR12903CE2A78,data/tokens/TRWPACR12903CE2A78.json,FUNK,HAPPY,457,611
TRNDBHN128F92E6312,data/tokens/TRNDBHN128F92E6312.json,ELECTRONIC,HAPPY,12,1493
TRNKWWC128F932FA78,data/tokens/TRNKWWC128F932FA78.json,FUNK,HAPPY,5,2034
TRFTNRC128F149BDA9,data/tokens/TRFTNRC128F149BDA9.json,FUNK,HAPPY,494,893
TRCWOYA128F4279D65,data/tokens/TRCWOYA128F4279D65.json,CLASSICAL,SAD,343,950
TROXNOF128F14A58F8,data/tokens/TROXNOF128F14A58F8.json,FUNK,HAPPY,1981,1318
TRZUWSX128F92F491A,data/tokens/TRZUWSX128F92F491A.json,FUNK,DARK,149,1484
TRPMXJE128EF35E237,data/tokens/TRPMXJE128EF35E237.json,FUNK,HAPPY,58,1045
TRDPTQU128E0792D42,data/tokens/TRDPTQU128E0792D42.json,FUNK,HAPPY,2191,1515
TROLPUB128F42BB925,data/tokens/TROLPUB128F42BB925.json,FUNK,HAPPY,2586,869
TRKJNQI12903CEB5F4,data/tokens/TRKJNQI12903CEB5F4.json,ROCK,DARK,1747,600
TRBKICP128F92F15FF,data/tokens/TRBKICP128F92F15FF.json,FUNK,HAPPY,211,728
TREEDTF12903CD9680,data/tokens/TREEDTF12903CD9680.json,JAZZ,RELAXED,5,1997
TRMAQVT128F9336708,data/tokens/TRMAQVT128F9336708.json,FUNK,HAPPY,601,682
TRGMIKG128F93369D8,data/tokens/TRGMIKG128F93369D8.json,FUNK,HAPPY,46,1370
TRQGJDD128E078A91C,data/tokens/TRQGJDD128E078A91C.json,LATIN,HAPPY,792,1033
TRBUFKP128E078BD4B,data/tokens/TRBUFKP128E078BD4B.json,FUNK,HAPPY,455,1106
TRZOVLD12903CF4BB5,data/tokens/TRZOVLD12903CF4BB5.json,CLASSICAL,RELAXED,322,1070
TRNCZVX128F92F9018,data/tokens/TRNCZVX128F92F9018.json,JAZZ,TENSE,56,1150
TRUVMZG128F9337D6B,data/tokens/TRUVMZG128F9337D6B.json,POP,HAPPY,568,744
TRYWQZA128E0782FFB,data/tokens/TRYWQZA128E0782FFB.json,FUNK,HAPPY,479,1119
TREAUXP128F9326BA3,data/tokens/TREAUXP128F9326BA3.json,POP,SAD,5,1043
TRARDNR128F42264DF,data/tokens/TRARDNR128F42264DF.json,FUNK,HAPPY,2180,1183
TRVJSXH12903CF08C7,data/tokens/TRVJSXH12903CF08C7.json,FUNK,HAPPY,748,1559
TRBWNCK128F933DD81,data/tokens/TRBWNCK128F933DD81.json,ELECTRONIC,HAPPY,184,1306
TRTBXWQ128E078A1CD,data/tokens/TRTBXWQ128E078A1CD.json,FUNK,HAPPY,718,1044
TRWEKDR128F9320BC6,data/tokens/TRWEKDR128F9320BC6.json,CLASSICAL,TENSE,5,1156
TRGCFMF128F14557F4,data/tokens/TRGCFMF128F14557F4.json,JAZZ,HAPPY,124,819
TRIZQIM12903CBB315,data/tokens/TRIZQIM12903CBB315.json,FUNK,TENSE,409,1446
TRGUCMD128F42AD0C9,data/tokens/TRGUCMD128F42AD0C9.json,FUNK,SAD,949,561
TRDLRYH128F14A8C4A,data/tokens/TRDLRYH128F14A8C4A.json,FUNK,SAD,135,852
TRQFEHZ12903D03FA8,data/tokens/TRQFEHZ12903D03FA8.json,FUNK,RELAXED,469,567
TRYTETI128F427E806,data/tokens/TRYTETI128F427E806.json,ELECTRONIC,DARK,994,994
TRSRMCY128F429468A,data/tokens/TRSRMCY128F429468A.json,FUNK,HAPPY,529,1417
TRCYQQM12903CC0BEC,data/tokens/TRCYQQM12903CC0BEC.json,POP,HAPPY,5,1081
TRJUAOG12903CA6B9D,data/tokens/TRJUAOG12903CA6B9D.json,ELECTRONIC,HAPPY,466,471
TRPLPQU12903CF2A1E,data/tokens/TRPLPQU12903CF2A1E.json,FUNK,HAPPY,428,991
TRULESM128F9334D7F,data/tokens/TRULESM128F9334D7F.json,FUNK,HAPPY,5,3816
TRNBXRS128F4222D21,data/tokens/TRNBXRS128F4222D21.json,FUNK,HAPPY,769,1247
TRXXQLX128F930DC70,data/tokens/TRXXQLX128F930DC70.json,FUNK,HAPPY,117,874
TRPVCII128F42597F6,data/tokens/TRPVCII128F42597F6.json,FUNK,HAPPY,5,1191
TRLWQID128F9303F8B,data/tokens/TRLWQID128F9303F8B.json,FUNK,HAPPY,5,1309
TRRRUJO128E07813E7,data/tokens/TRRRUJO128E07813E7.json,FUNK,HAPPY,82,851
TRXESJY128F1460A12,data/tokens/TRXESJY128F1460A12.json,LATIN,SAD,595,1429
TRFFUIB128F9338E6B,data/tokens/TRFFUIB128F9338E6B.json,FUNK,HAPPY,61,956
TREKJTO128F1470880,data/tokens/TREKJTO128F1470880.json,JAZZ,HAPPY,870,1163
TREOJYY128F9339E44,data/tokens/TREOJYY128F9339E44.json,ROCK,HAPPY,430,847
TRGUXCT128F428EBC1,data/tokens/TRGUXCT128F428EBC1.json,FUNK,HAPPY,816,1475
TRYALRP128F92F521E,data/tokens/TRYALRP128F92F521E.json,POP,SAD,1285,1294
TRNNSQP12903CF9F27,data/tokens/TRNNSQP12903CF9F27.json,FUNK,SAD,472,1399
TRZNEAW128F42779C4,data/tokens/TRZNEAW128F42779C4.json,FUNK,SAD,913,515
TRVMAWC128F148F791,data/tokens/TRVMAWC128F148F791.json,FUNK,HAPPY,1756,1321
TROSCBU128F92C9F00,data/tokens/TROSCBU128F92C9F00.json,FUNK,SAD,1305,2411
TRYVCYU128F4266DA5,data/tokens/TRYVCYU128F4266DA5.json,FUNK,SAD,1238,1373
TRWNZND128F4265EF5,data/tokens/TRWNZND128F4265EF5.json,CLASSICAL,RELAXED,918,903
TRVQKKY128F42246FE,data/tokens/TRVQKKY128F42246FE.json,FUNK,HAPPY,1876,2255
TRLGMZM128F4293731,data/tokens/TRLGMZM128F4293731.json,ELECTRONIC,HAPPY,314,1592
TRAASKR128F92DF3D1,data/tokens/TRAASKR128F92DF3D1.json,LATIN,SAD,737,762
TRYPQRR128F4231764,data/tokens/TRYPQRR128F4231764.json,ELECTRONIC,DARK,5,2926
TRREFFP128F9306429,data/tokens/TRREFFP128F9306429.json,FUNK,HAPPY,759,973
TRCIHTY128F4260B16,data/tokens/TRCIHTY128F4260B16.json,POP,SAD,2063,1351
TRQECSE128F92D3B06,data/tokens/TRQECSE128F92D3B06.json,ELECTRONIC,SAD,221,1121
TROTEJJ128F9329F7B,data/tokens/TROTEJJ128F9329F7B.json,FUNK,TENSE,5,587
TRBQZIU128F147C701,data/tokens/TRBQZIU128F147C701.json,FUNK,HAPPY,566,1395
TRARRNK12903D0C0DA,data/tokens/TRARRNK12903D0C0DA.json,FUNK,HAPPY,240,1231
TRGOAML128F92EC212,data/tokens/TRGOAML128F92EC212.json,POP,HAPPY,1468,1425
TRHVTKV128F92F5EC1,data/tokens/TRHVTKV128F92F5EC1.json,JAZZ,SAD,485,846
TRCWOZX12903CC84D1,data/tokens/TRCWOZX12903CC84D1.json,FUNK,HAPPY,5,1379
TRJAOJO128F92D3F5A,data/tokens/TRJAOJO128F92D3F5A.json,CLASSICAL,TENSE,248,2110
TREPIMX128F148833C,data/tokens/TREPIMX128F148833C.json,FUNK,HAPPY,1429,1033
TRALZTM12903CE681C,data/tokens/TRALZTM12903CE681C.json,JAZZ,RELAXED,3155,986
TRXQXFQ128F4232682,data/tokens/TRXQXFQ128F4232682.json,JAZZ,RELAXED,1533,2408
TRVEAIB128F424F0EE,data/tokens/TRVEAIB128F424F0EE.json,FUNK,SAD,5,1231
TRGRDWU128F428F849,data/tokens/TRGRDWU128F428F849.json,FUNK,RELAXED,1915,1088
TRUPOBC128F4274486,data/tokens/TRUPOBC128F4274486.json,FUNK,HAPPY,126,1425
TRIABPA128F9304586,data/tokens/TRIABPA128F9304586.json,FUNK,HAPPY,304,1498
TRCXRLI128F424A8D2,data/tokens/TRCXRLI128F424A8D2.json,ELECTRONIC,DARK,144,2740
TRMGUKP128F9305260,data/tokens/TRMGUKP128F9305260.json,FUNK,HAPPY,612,754
TRWFYYP128F92D0FF6,data/tokens/TRWFYYP128F92D0FF6.json,FUNK,HAPPY,188,1303
TRNMFYR128F428C4B1,data/tokens/TRNMFYR128F428C4B1.json,FUNK,HAPPY,295,710
TRPJRWY12903CE5772,data/tokens/TRPJRWY12903CE5772.json,FUNK,SAD,5,692
TRFKJRY128F9309404,data/tokens/TRFKJRY128F9309404.json,ELECTRONIC,SAD,743,881
TRLAKFT128F427FF44,data/tokens/TRLAKFT128F427FF44.json,FUNK,SAD,626,1493
TRXGEOD128F9310F1B,data/tokens/TRXGEOD128F9310F1B.json,FUNK,SAD,3263,1200
TRMEESD128F424AA62,data/tokens/TRMEESD128F424AA62.json,ELECTRONIC,HAPPY,1366,1296
TRGBMLP128F424ACAF,data/tokens/TRGBMLP128F424ACAF.json,ELECTRONIC,HAPPY,462,1346
TROVVOY12903CC515C,data/tokens/TROVVOY12903CC515C.json,FUNK,HAPPY,608,344
TRAVDDJ128F92EF09C,data/tokens/TRAVDDJ128F92EF09C.json,FUNK,HAPPY,2421,1041
TRCSBDF128F423CCB2,data/tokens/TRCSBDF128F423CCB2.json,FUNK,RELAXED,5,965
TRLJCEH12903CBEBCD,data/tokens/TRLJCEH12903CBEBCD.json,FUNK,TENSE,532,1166
TRWBOYL128F4227BFE,data/tokens/TRWBOYL128F4227BFE.json,JAZZ,HAPPY,918,1259
TRCTAES128F4266F8B,data/tokens/TRCTAES128F4266F8B.json,FUNK,HAPPY,871,1220
TRISTHA128F4263C1C,data/tokens/TRISTHA128F4263C1C.json,FUNK,HAPPY,698,619
TRXRDDV128F9335781,data/tokens/TRXRDDV128F9335781.json,ELECTRONIC,DARK,611,944
TRHIBLU128F92EFD8F,data/tokens/TRHIBLU128F92EFD8F.json,FUNK,HAPPY,107,477
TRGYRTX128F147CBC2,data/tokens/TRGYRTX128F147CBC2.json,POP,DARK,5,1807
TRNELJQ128F149EC94,data/tokens/TRNELJQ128F149EC94.json,FUNK,HAPPY,3294,1021
TRVMAEK12903CDA430,data/tokens/TRVMAEK12903CDA430.json,POP,HAPPY,3058,1471
TRVWIWX12903CFB350,data/tokens/TRVWIWX12903CFB350.json,ROCK,DARK,1248,1190
TRQTGHB128F92C2971,data/tokens/TRQTGHB128F92C2971.json,FUNK,HAPPY,766,894
TRDMETU128F9302AE1,data/tokens/TRDMETU128F9302AE1.json,POP,SAD,632,1152
TREKJPY128F428F558,data/tokens/TREKJPY128F428F558.json,FUNK,HAPPY,126,1011
TRCYYHF128F932643B,data/tokens/TRCYYHF128F932643B.json,FUNK,HAPPY,3605,1592
TRJZYKV128F4277AB7,data/tokens/TRJZYKV128F4277AB7.json,ROCK,SAD,1621,831
TRXWUEO128F934DF4A,data/tokens/TRXWUEO128F934DF4A.json,FUNK,HAPPY,1233,714
TRJZSDE128E0792A4B,data/tokens/TRJZSDE128E0792A4B.json,POP,SAD,967,1056
TREWXBS128F42AC713,data/tokens/TREWXBS128F42AC713.json,FUNK,HAPPY,619,730
TRQNCVN128F1496E97,data/tokens/TRQNCVN128F1496E97.json,ELECTRONIC,HAPPY,5,1405
TRWYWVR128F92E1839,data/tokens/TRWYWVR128F92E1839.json,FUNK,HAPPY,5,861
TRZJXEV128F426BD8A,data/tokens/TRZJXEV128F426BD8A.json,JAZZ,HAPPY,1183,1034
TRLTHPZ128F9314D71,data/tokens/TRLTHPZ128F9314D71.json,LATIN,HAPPY,881,1310
TRSSBEO128F4278606,data/tokens/TRSSBEO128F4278606.json,LATIN,HAPPY,138,1077
TRVGMAW128F42803EB,data/tokens/TRVGMAW128F42803EB.json,FUNK,HAPPY,288,1958
TRJDEFN128F92D9466,data/tokens/TRJDEFN128F92D9466.json,FUNK,SAD,5,928
TRCXALL12903CB4794,data/tokens/TRCXALL12903CB4794.json,FUNK,HAPPY,1450,1849
TRQUMTI128F425DB89,data/tokens/TRQUMTI128F425DB89.json,LATIN,SAD,668,1463
TRTADEI12903CDABB7,data/tokens/TRTADEI12903CDABB7.json,FUNK,HAPPY,2690,950
TRGFETE128F933882A,data/tokens/TRGFETE128F933882A.json,FUNK,SAD,1310,849
TRLFRKE128F147708B,data/tokens/TRLFRKE128F147708B.json,POP,DARK,57,593
TRQQZKW128F4298665,data/tokens/TRQQZKW128F4298665.json,FUNK,DARK,381,801
TRHVBZP128F933ADCF,data/tokens/TRHVBZP128F933ADCF.json,FUNK,HAPPY,446,1306
TRTFLPV128F147CC16,data/tokens/TRTFLPV128F147CC16.json,FUNK,HAPPY,5,1997
TRGUQJN128F145CF19,data/tokens/TRGUQJN128F145CF19.json,FUNK,HAPPY,790,1777
TRZXVGB128F4284665,data/tokens/TRZXVGB128F4284665.json,FUNK,HAPPY,805,442
TRBQQGM128F92FBC65,data/tokens/TRBQQGM128F92FBC65.json,JAZZ,SAD,768,781
TRJSUNU128F92E9C0B,data/tokens/TRJSUNU128F92E9C0B.json,POP,SAD,673,778
TRBJGHA128E0795224,data/tokens/TRBJGHA128E0795224.json,ELECTRONIC,HAPPY,1463,1678
TRBAJVN12903CF5444,data/tokens/TRBAJVN12903CF5444.json,FUNK,HAPPY,700,759
TRUBGNJ128F931C3DF,data/tokens/TRUBGNJ128F931C3DF.json,ELECTRONIC,DARK,287,1549
TRTXOVA128F4263CEB,data/tokens/TRTXOVA128F4263CEB.json,FUNK,HAPPY,1078,713
TRWXTQZ128F93123DF,data/tokens/TRWXTQZ128F93123DF.json,FUNK,HAPPY,1493,1034
TRLTXWE128F4282F53,data/tokens/TRLTXWE128F4282F53.json,POP,SAD,404,1744
TRWPXOX128F93465C6,data/tokens/TRWPXOX128F93465C6.json,JAZZ,SAD,821,1352
